"","width","SRR1532959","SRR1532960","SRR1532961","SRR1532962","SRR1532963","SRR1532964"
"WBGene00003709",3214,0,0,0,0,0,0
"WBGene00003710",1682,0,0,0,0,0,1
"WBGene00003711",1610,0,3,0,0,0,2
"WBGene00003712",1174,11,4,11,6,17,15
"WBGene00003713",1351,1,0,0,1,2,1
"WBGene00003714",1516,0,0,0,0,0,0
"WBGene00003715",1566,0,0,0,0,0,0
"WBGene00003716",1459,0,0,0,0,0,0
"WBGene00003717",1860,0,0,0,0,0,0
"WBGene00003718",1983,1,0,0,0,0,0
"WBGene00003719",1368,3,0,5,0,1,3
"WBGene00003720",1402,0,0,1,0,2,1
"WBGene00003721",1562,0,0,0,0,0,0
"WBGene00003722",1354,0,0,0,1,1,0
"WBGene00003723",1308,4,0,1,2,2,6
"WBGene00003724",1273,0,0,1,0,2,1
"WBGene00003725",1222,1,0,1,0,4,4
"WBGene00003726",1643,0,0,0,2,1,4
"WBGene00003727",1804,0,0,0,0,0,1
"WBGene00003728",1558,30,9,26,23,39,38
"WBGene00003729",1928,0,0,0,0,0,0
"WBGene00003730",2054,0,0,0,2,2,5
"WBGene00003731",2360,0,0,0,0,1,1
"WBGene00003732",2967,0,0,0,0,0,1
"WBGene00003733",2588,17,18,37,17,37,42
"WBGene00003734",2019,0,0,0,0,0,0
"WBGene00003735",2823,5,2,0,0,1,6
"WBGene00003736",2513,0,0,0,0,0,0
"WBGene00003738",5026,0,0,0,0,0,0
"WBGene00003739",710,0,0,0,0,0,4
"WBGene00003740",709,0,0,0,0,0,2
"WBGene00003741",519,0,0,0,0,0,1
"WBGene00003742",639,0,0,0,0,0,0
"WBGene00003743",552,0,0,0,0,0,0
"WBGene00003744",1732,0,0,0,0,0,3
"WBGene00003745",605,0,0,0,0,0,0
"WBGene00003746",842,0,0,0,0,0,0
"WBGene00003747",749,0,0,0,0,0,4
"WBGene00003748",636,0,0,0,0,0,1
"WBGene00003749",639,1,0,0,0,2,0
"WBGene00003750",440,0,0,0,0,2,5
"WBGene00003751",747,0,0,0,0,0,2
"WBGene00003752",1024,0,0,0,0,0,2
"WBGene00003753",743,0,0,0,0,1,4
"WBGene00003754",1279,0,0,0,0,0,1
"WBGene00003755",434,0,0,0,0,0,1
"WBGene00003756",527,0,0,0,0,0,3
"WBGene00003757",419,0,0,0,0,0,0
"WBGene00003758",477,0,0,0,0,0,6
"WBGene00003759",789,0,0,0,0,0,4
"WBGene00003760",334,0,0,0,0,0,0
"WBGene00003761",502,0,0,0,0,0,0
"WBGene00003762",377,0,0,2,0,4,2
"WBGene00003763",1668,0,0,0,0,0,0
"WBGene00003764",390,0,0,0,0,0,0
"WBGene00003765",316,0,0,0,0,0,3
"WBGene00003766",335,0,0,0,0,0,0
"WBGene00003767",354,0,0,0,0,0,0
"WBGene00003768",714,0,0,0,0,0,0
"WBGene00003769",451,0,0,0,0,0,0
"WBGene00003770",387,0,0,0,0,0,0
"WBGene00003771",344,0,0,0,0,0,0
"WBGene00003772",3692,0,2,5,3,12,4
"WBGene00003773",467,0,0,0,0,0,4
"WBGene00003774",3157,0,0,0,0,0,0
"WBGene00003775",3068,4,3,10,2,7,7
"WBGene00003776",6420,35,16,64,24,77,66
"WBGene00003777",6494,586,303,458,316,907,655
"WBGene00003778",3241,0,0,0,0,0,1
"WBGene00003779",2150,0,0,5,0,0,0
"WBGene00003783",1223,88,100,87,77,191,165
"WBGene00003784",1242,131,162,295,188,456,430
"WBGene00003785",3435,68,73,95,75,186,195
"WBGene00003786",4805,4,1,11,5,4,3
"WBGene00003787",2969,74,14,90,46,133,97
"WBGene00003788",1904,214,87,287,199,460,340
"WBGene00003789",5443,247,95,332,214,564,490
"WBGene00003790",1807,67,36,81,54,182,113
"WBGene00003791",2604,230,90,297,180,463,386
"WBGene00003792",4786,176,86,280,177,431,364
"WBGene00003793",4468,77,45,59,43,103,80
"WBGene00003794",4610,282,165,201,130,284,315
"WBGene00003795",3040,490,314,244,144,467,312
"WBGene00003796",5593,539,219,669,417,1058,788
"WBGene00003797",2595,162,96,228,123,382,278
"WBGene00003798",5929,466,158,435,296,595,550
"WBGene00003799",3266,163,95,210,153,386,280
"WBGene00003800",4342,220,90,287,182,480,340
"WBGene00003801",3629,177,70,271,149,439,307
"WBGene00003802",1618,135,138,132,109,322,281
"WBGene00003803",1781,129,69,144,86,197,173
"WBGene00003804",1303,165,148,267,161,445,319
"WBGene00003805",1390,181,116,313,220,443,403
"WBGene00003806",1142,53,61,89,44,147,108
"WBGene00003807",1497,0,0,0,0,0,0
"WBGene00003808",1595,0,0,0,0,0,0
"WBGene00003812",1740,0,0,0,0,0,0
"WBGene00003813",2574,3,0,5,3,8,1
"WBGene00003815",1803,184,118,228,126,426,298
"WBGene00003816",2132,0,0,0,0,0,0
"WBGene00003818",2804,167,67,226,137,350,279
"WBGene00003821",1811,150,72,274,220,483,463
"WBGene00003822",5061,61,17,84,58,126,122
"WBGene00003825",1993,83,102,109,77,227,168
"WBGene00003826",2567,14,18,15,11,24,22
"WBGene00003827",3493,106,53,110,77,185,187
"WBGene00003828",1249,0,0,0,0,1,0
"WBGene00003829",1035,85,50,100,74,219,186
"WBGene00003830",3604,211,84,217,122,308,302
"WBGene00003831",1605,232,209,256,212,494,472
"WBGene00003834",2804,11,3,16,14,20,24
"WBGene00003835",1481,79,74,126,79,174,190
"WBGene00003836",583,72,77,124,52,206,104
"WBGene00003837",1685,0,0,0,0,1,1
"WBGene00003838",2689,1,1,2,1,2,2
"WBGene00003839",2871,0,0,0,0,0,0
"WBGene00003840",2537,0,0,0,0,0,0
"WBGene00003841",2390,0,0,0,0,0,0
"WBGene00003842",1897,0,0,0,0,0,0
"WBGene00003843",2449,0,0,0,0,2,3
"WBGene00003844",1580,1,1,5,0,1,9
"WBGene00003845",1197,0,0,0,0,0,0
"WBGene00003846",1075,0,0,0,0,0,0
"WBGene00003847",3438,2,0,0,0,1,0
"WBGene00003848",3403,0,0,0,0,0,0
"WBGene00003849",1700,0,0,0,0,0,0
"WBGene00003850",1632,0,0,0,0,0,0
"WBGene00003851",2053,74,48,103,78,159,126
"WBGene00003854",1482,0,0,0,0,0,0
"WBGene00003856",1111,0,0,0,0,0,2
"WBGene00003858",4110,136,43,161,114,263,265
"WBGene00003859",500,0,0,0,0,0,0
"WBGene00003860",374,0,0,0,0,0,0
"WBGene00003861",512,0,0,1,0,1,0
"WBGene00003862",1730,0,0,0,0,0,0
"WBGene00003863",1497,0,0,0,0,0,0
"WBGene00003864",1801,573,444,573,405,930,919
"WBGene00003865",1546,684,983,665,639,1357,1445
"WBGene00003868",1659,113,88,149,97,269,216
"WBGene00003870",1233,138,86,221,110,369,251
"WBGene00003876",2526,0,0,0,0,0,1
"WBGene00003877",2795,0,0,0,0,0,0
"WBGene00003878",2441,0,0,0,0,0,1
"WBGene00003879",779,0,0,0,0,0,0
"WBGene00003882",1665,100,65,160,113,207,172
"WBGene00003883",6024,1,0,0,0,1,1
"WBGene00003884",3023,4,1,2,1,2,0
"WBGene00003885",2605,0,0,0,0,0,1
"WBGene00003886",1508,2,1,2,2,5,2
"WBGene00003887",2101,0,1,0,0,3,0
"WBGene00003888",1167,0,0,0,0,0,0
"WBGene00003889",2875,0,0,0,0,0,0
"WBGene00003890",1661,0,0,0,0,0,0
"WBGene00003891",1181,0,0,0,0,0,4
"WBGene00003892",2337,0,0,1,0,0,0
"WBGene00003893",1153,0,1,0,0,12,1
"WBGene00003898",3310,47,80,58,70,125,166
"WBGene00003901",2159,574,359,552,348,720,725
"WBGene00003902",2342,214,208,190,88,352,357
"WBGene00003903",4205,17,10,38,12,35,44
"WBGene00003904",979,132,95,191,104,306,270
"WBGene00003905",7731,49,14,29,18,61,32
"WBGene00003906",1366,0,0,0,0,0,0
"WBGene00003907",1569,2,1,4,4,7,6
"WBGene00003909",1586,0,0,0,0,0,0
"WBGene00003911",2315,65,23,80,44,136,79
"WBGene00003912",1480,172,93,174,110,285,259
"WBGene00003914",3021,555,287,572,354,992,728
"WBGene00003915",2204,6,8,2,1,16,14
"WBGene00003916",6697,45,24,29,16,37,51
"WBGene00003917",2639,96,48,91,52,159,85
"WBGene00003918",5353,259,119,323,163,670,407
"WBGene00003919",1854,0,0,5,2,25,18
"WBGene00003920",1259,1117,1838,1508,1087,3450,2976
"WBGene00003921",1414,61,32,59,32,106,87
"WBGene00003922",946,120,204,114,98,234,238
"WBGene00003923",842,301,373,548,299,961,747
"WBGene00003924",893,298,371,377,262,745,557
"WBGene00003925",883,209,357,305,201,557,551
"WBGene00003926",855,297,412,556,337,1116,935
"WBGene00003927",989,339,474,421,305,878,714
"WBGene00003928",979,75,109,182,133,312,281
"WBGene00003929",3972,1,0,1,1,2,2
"WBGene00003930",2848,283,78,366,255,519,489
"WBGene00003931",1597,6,5,11,9,19,29
"WBGene00003932",1259,42,26,50,20,54,50
"WBGene00003933",2086,1,0,1,0,1,0
"WBGene00003934",979,0,1,0,1,1,4
"WBGene00003936",6634,22,19,33,12,35,32
"WBGene00003937",884,0,0,0,0,0,2
"WBGene00003938",1812,0,0,0,0,0,0
"WBGene00003939",1625,1,0,2,0,0,0
"WBGene00003941",697,0,0,1,0,0,1
"WBGene00003943",2526,0,0,0,0,0,0
"WBGene00003947",822,462,605,497,319,1006,787
"WBGene00003948",1007,369,363,384,264,701,520
"WBGene00003949",848,254,353,322,219,619,450
"WBGene00003950",801,270,325,334,245,632,459
"WBGene00003951",1059,354,383,462,270,929,675
"WBGene00003952",878,269,393,368,218,759,469
"WBGene00003953",878,388,408,517,344,1036,720
"WBGene00003954",1366,17,33,31,15,66,32
"WBGene00003955",991,959,907,897,617,1876,1370
"WBGene00003956",1773,0,0,0,0,0,0
"WBGene00003957",3556,0,0,0,0,0,0
"WBGene00003958",3363,0,0,0,0,0,0
"WBGene00003959",3204,0,0,0,0,0,0
"WBGene00003960",1823,32,12,26,18,58,36
"WBGene00003961",2948,198,79,247,144,372,290
"WBGene00003962",1577,446,467,725,628,1384,1235
"WBGene00003963",1898,528,480,720,488,947,909
"WBGene00003964",1706,804,613,955,545,1665,1215
"WBGene00003965",2423,88,50,107,94,137,139
"WBGene00003966",639,0,0,0,0,1,3
"WBGene00003967",1320,146,103,209,122,422,284
"WBGene00003968",2219,2,0,1,0,0,2
"WBGene00003969",2603,0,0,0,0,0,0
"WBGene00003970",3709,74,18,97,54,139,129
"WBGene00003975",483,18,25,62,21,70,56
"WBGene00003976",938,3,1,5,0,6,2
"WBGene00003977",996,0,0,0,0,1,0
"WBGene00003978",2044,0,0,0,0,0,0
"WBGene00003979",1550,45,39,46,36,118,82
"WBGene00003980",4281,0,0,0,0,0,0
"WBGene00003981",1813,0,0,0,0,0,0
"WBGene00003982",1541,120,84,177,81,340,184
"WBGene00003983",1456,0,0,0,0,0,0
"WBGene00003986",3648,0,0,0,0,0,0
"WBGene00003987",1657,0,0,0,0,0,0
"WBGene00003989",701,391,619,405,315,750,756
"WBGene00003990",774,9,8,5,12,27,34
"WBGene00003991",521,1,0,1,0,0,0
"WBGene00003992",2492,387,279,478,283,785,635
"WBGene00003993",2007,34,11,47,27,73,54
"WBGene00003994",2285,72,119,93,173,233,345
"WBGene00003995",4092,0,0,0,0,0,0
"WBGene00003996",4489,0,0,0,0,0,1
"WBGene00003997",3900,0,0,0,0,0,0
"WBGene00003998",4124,1,0,10,4,10,16
"WBGene00003999",3991,0,0,0,0,0,0
"WBGene00004000",3992,0,0,0,0,0,0
"WBGene00004001",3459,0,0,0,0,0,0
"WBGene00004002",3959,0,0,0,0,0,0
"WBGene00004003",3991,0,0,0,0,0,0
"WBGene00004004",4284,0,0,0,0,0,0
"WBGene00004005",3986,0,0,0,0,0,0
"WBGene00004006",4137,0,0,0,0,0,0
"WBGene00004007",4319,0,0,0,0,0,0
"WBGene00004008",4293,0,0,0,0,0,0
"WBGene00004009",3976,0,0,0,0,0,0
"WBGene00004010",2206,0,0,0,1,6,5
"WBGene00004011",1109,0,0,0,0,0,0
"WBGene00004013",2158,0,0,0,0,0,3
"WBGene00004014",1078,233,222,360,189,550,543
"WBGene00004015",1134,240,226,272,177,504,453
"WBGene00004016",1088,2,2,4,1,3,1
"WBGene00004017",861,0,0,0,0,0,0
"WBGene00004020",1511,1,0,3,0,5,2
"WBGene00004023",1418,0,0,0,0,0,0
"WBGene00004024",1270,0,0,1,0,0,0
"WBGene00004025",1736,2,1,0,0,0,1
"WBGene00004026",1093,0,0,0,0,0,0
"WBGene00004027",1116,267,268,324,227,613,474
"WBGene00004028",2324,30,20,15,10,33,30
"WBGene00004029",2435,1,0,2,1,1,8
"WBGene00004030",1135,0,0,2,0,0,0
"WBGene00004031",3397,32,18,37,19,54,82
"WBGene00004032",3611,53,30,62,30,103,87
"WBGene00004033",4089,0,0,3,1,4,1
"WBGene00004034",2332,178,103,214,142,312,245
"WBGene00004035",2299,0,0,0,0,0,0
"WBGene00004036",12137,0,0,2,0,2,2
"WBGene00004037",2896,0,0,0,0,0,0
"WBGene00004038",4427,7,4,15,7,28,27
"WBGene00004039",2416,18,15,32,32,51,69
"WBGene00004040",4713,56,37,73,42,114,120
"WBGene00004041",654,0,0,0,0,0,0
"WBGene00004042",2289,686,352,830,572,1257,995
"WBGene00004043",2177,125,109,79,78,148,148
"WBGene00004044",2051,18,23,37,44,46,68
"WBGene00004045",3437,0,0,0,0,0,0
"WBGene00004046",973,186,223,289,200,629,542
"WBGene00004047",6557,9,4,13,7,18,22
"WBGene00004048",5538,0,0,0,0,2,0
"WBGene00004049",3101,28,20,31,29,67,90
"WBGene00004050",1861,166,75,236,150,313,289
"WBGene00004051",2690,63,31,84,43,142,103
"WBGene00004052",1790,0,0,0,0,0,0
"WBGene00004053",6970,106,42,83,66,171,129
"WBGene00004054",2214,1,0,2,0,0,0
"WBGene00004055",1671,11,9,36,13,62,49
"WBGene00004056",1537,0,0,7,1,3,4
"WBGene00004057",1867,0,0,2,1,0,0
"WBGene00004058",2086,0,0,0,0,0,0
"WBGene00004059",2162,0,0,0,1,0,0
"WBGene00004060",2684,172,84,134,75,172,179
"WBGene00004061",2334,0,0,0,0,0,5
"WBGene00004062",2353,0,0,0,0,0,0
"WBGene00004063",3569,100,25,89,63,155,115
"WBGene00004064",3203,24,10,54,42,86,101
"WBGene00004068",1592,68,20,104,71,198,116
"WBGene00004075",4551,195,140,75,79,148,122
"WBGene00004076",6855,10,29,2,16,19,48
"WBGene00004077",2560,9,13,11,7,49,25
"WBGene00004078",1117,1878,1742,2034,1528,3262,2893
"WBGene00004083",1493,0,0,0,1,3,3
"WBGene00004084",1423,0,0,0,0,0,0
"WBGene00004085",1250,29,47,36,32,106,110
"WBGene00004086",1279,127,87,136,67,272,188
"WBGene00004087",2876,73,40,47,44,93,61
"WBGene00004088",1560,18,12,15,5,34,26
"WBGene00004089",4858,101,20,127,47,166,119
"WBGene00004090",1320,40,19,68,48,124,101
"WBGene00004091",2124,78,60,127,82,226,219
"WBGene00004092",1012,0,0,3,0,0,0
"WBGene00004093",3106,15,2,41,27,67,40
"WBGene00004094",3260,2,8,4,12,19,24
"WBGene00004095",5923,259,120,458,265,699,589
"WBGene00004096",1087,0,0,0,0,0,0
"WBGene00004098",1401,0,0,0,0,0,0
"WBGene00004099",1259,0,0,0,0,0,0
"WBGene00004100",1294,0,0,0,0,0,0
"WBGene00004101",2727,175,80,319,205,415,434
"WBGene00004102",846,0,0,0,0,0,0
"WBGene00004103",1401,0,0,0,0,0,0
"WBGene00004104",2426,1,0,1,0,1,0
"WBGene00004105",2008,79,39,77,75,138,170
"WBGene00004106",6742,83,8,157,71,166,120
"WBGene00004107",987,0,0,0,0,0,0
"WBGene00004108",2324,1,0,0,0,0,1
"WBGene00004109",1637,143,130,223,169,335,361
"WBGene00004110",4645,25,20,56,28,221,103
"WBGene00004111",3209,47,29,116,67,145,159
"WBGene00004112",3804,0,1,0,0,1,0
"WBGene00004113",997,0,0,0,0,0,1
"WBGene00004114",2110,0,0,1,0,0,1
"WBGene00004115",2258,4,0,3,3,8,7
"WBGene00004116",2239,27,19,21,19,49,45
"WBGene00004117",4726,281,65,480,197,635,468
"WBGene00004118",1733,0,0,0,0,0,0
"WBGene00004119",1260,0,0,0,0,0,0
"WBGene00004120",1959,0,0,0,0,0,0
"WBGene00004121",3807,25,16,40,35,85,87
"WBGene00004122",1891,0,0,0,0,1,2
"WBGene00004123",3612,0,0,0,0,0,0
"WBGene00004124",1885,0,0,0,0,0,0
"WBGene00004125",1484,74,24,98,56,166,155
"WBGene00004126",2389,39,9,43,28,106,120
"WBGene00004127",2872,0,0,0,0,0,0
"WBGene00004128",6786,37,40,54,21,124,86
"WBGene00004129",2203,2,0,0,0,0,0
"WBGene00004130",15712,0,0,1,0,1,0
"WBGene00004131",2431,1,0,2,1,1,4
"WBGene00004132",3317,418,302,503,389,973,939
"WBGene00004133",1843,0,0,0,0,0,0
"WBGene00004134",3654,21,11,12,10,23,35
"WBGene00004135",1056,1,1,1,0,9,3
"WBGene00004136",1638,233,214,307,198,421,301
"WBGene00004138",1625,125,118,221,146,335,310
"WBGene00004139",1277,0,0,0,0,0,0
"WBGene00004140",5538,107,40,134,77,202,149
"WBGene00004141",1300,0,0,0,0,0,0
"WBGene00004143",2313,865,608,535,398,1168,1123
"WBGene00004144",536,0,0,0,0,0,0
"WBGene00004145",4448,0,0,0,0,0,1
"WBGene00004146",1547,0,0,0,0,0,0
"WBGene00004147",4005,353,152,382,251,593,544
"WBGene00004148",6509,259,107,316,228,479,428
"WBGene00004149",3090,0,0,0,0,0,0
"WBGene00004150",2281,0,0,2,1,2,5
"WBGene00004151",475,1,3,1,1,0,4
"WBGene00004152",2199,109,93,146,92,319,275
"WBGene00004153",1079,0,0,0,0,0,0
"WBGene00004154",2054,1,0,0,0,0,1
"WBGene00004155",2828,0,0,0,0,1,1
"WBGene00004156",1505,0,0,0,0,0,0
"WBGene00004157",1971,0,0,0,0,0,0
"WBGene00004158",1008,0,0,0,0,0,0
"WBGene00004159",1008,0,0,0,0,0,0
"WBGene00004160",1008,0,0,0,0,0,0
"WBGene00004161",6238,6,2,12,1,28,14
"WBGene00004163",938,2,8,2,2,13,8
"WBGene00004164",1864,70,52,81,49,131,123
"WBGene00004165",1243,0,0,0,0,0,0
"WBGene00004166",7054,103,51,110,40,129,94
"WBGene00004167",5405,180,104,148,128,334,232
"WBGene00004168",707,0,0,0,0,0,0
"WBGene00004169",1930,1,1,6,2,4,1
"WBGene00004170",1263,0,0,0,0,0,0
"WBGene00004171",1260,0,0,0,0,0,0
"WBGene00004172",1484,2,0,0,0,0,1
"WBGene00004173",382,0,0,0,0,0,0
"WBGene00004174",1405,0,0,1,0,0,0
"WBGene00004175",673,18,15,14,8,27,24
"WBGene00004176",578,0,0,0,0,0,0
"WBGene00004177",535,0,0,0,0,0,0
"WBGene00004178",2666,344,210,276,196,417,280
"WBGene00004179",2526,7,5,13,16,13,26
"WBGene00004180",1328,100,63,192,129,293,238
"WBGene00004181",1606,186,192,292,232,707,581
"WBGene00004182",2097,25,9,23,9,36,26
"WBGene00004183",1783,0,1,2,0,0,2
"WBGene00004184",1578,0,0,0,0,1,0
"WBGene00004185",1712,13,4,30,18,61,77
"WBGene00004186",2855,187,57,293,131,415,336
"WBGene00004187",7407,522,161,420,221,628,522
"WBGene00004188",2095,100,26,116,65,239,163
"WBGene00004189",1933,181,140,252,205,477,445
"WBGene00004190",1561,4,20,31,13,43,32
"WBGene00004191",3161,1,0,0,0,0,0
"WBGene00004192",1026,0,0,0,0,1,2
"WBGene00004193",1351,0,0,1,0,2,1
"WBGene00004194",1549,1,0,0,0,0,1
"WBGene00004195",2254,0,0,2,1,5,2
"WBGene00004196",645,0,0,0,0,1,0
"WBGene00004197",1093,0,0,0,0,0,0
"WBGene00004198",1080,0,1,0,0,0,1
"WBGene00004199",1081,102,82,145,114,214,238
"WBGene00004201",1204,86,60,108,71,183,162
"WBGene00004202",1973,5,1,8,4,9,20
"WBGene00004203",4075,7,9,23,9,16,19
"WBGene00004204",4813,481,185,786,412,1321,1077
"WBGene00004205",1418,79,65,102,48,217,132
"WBGene00004206",2243,26,48,14,7,25,22
"WBGene00004207",2655,0,0,1,0,1,2
"WBGene00004208",5077,148,127,179,121,588,425
"WBGene00004209",2359,0,0,0,0,0,0
"WBGene00004210",4455,8,0,3,2,9,7
"WBGene00004211",2959,0,0,0,0,0,1
"WBGene00004212",2091,3,1,9,7,11,9
"WBGene00004213",3767,3,0,2,1,5,1
"WBGene00004214",2721,242,105,373,274,472,514
"WBGene00004215",8846,92,63,160,93,238,177
"WBGene00004216",3005,1,3,11,4,18,15
"WBGene00004217",2909,456,290,709,580,1164,1184
"WBGene00004218",3011,1,0,1,3,5,2
"WBGene00004219",3121,0,0,0,0,0,0
"WBGene00004220",3486,1,0,0,0,2,1
"WBGene00004221",3075,0,0,0,0,1,1
"WBGene00004222",2798,0,0,0,0,0,0
"WBGene00004223",2594,0,0,0,0,0,0
"WBGene00004224",2946,0,0,0,0,0,2
"WBGene00004225",2813,0,1,0,0,0,2
"WBGene00004226",3532,0,1,0,0,0,2
"WBGene00004227",3408,0,0,0,0,0,0
"WBGene00004228",2954,0,0,0,0,0,0
"WBGene00004229",2606,1,0,1,0,0,6
"WBGene00004230",2852,0,0,0,0,0,0
"WBGene00004231",2833,0,0,0,0,0,0
"WBGene00004232",2988,0,0,1,0,0,2
"WBGene00004233",3161,0,0,0,0,0,0
"WBGene00004234",2728,0,0,0,0,0,0
"WBGene00004235",3390,1,1,2,1,2,5
"WBGene00004236",2772,0,0,0,0,1,1
"WBGene00004237",3425,0,0,5,0,1,0
"WBGene00004238",2965,0,0,0,1,0,0
"WBGene00004239",1737,257,461,264,260,574,658
"WBGene00004240",1412,0,0,0,0,0,0
"WBGene00004241",2069,1247,1378,1013,746,2039,1464
"WBGene00004242",1881,177,130,290,247,423,426
"WBGene00004243",1843,128,110,167,92,266,212
"WBGene00004244",1820,142,53,205,131,304,255
"WBGene00004245",3322,37,14,16,11,37,38
"WBGene00004246",1468,12,6,15,10,9,14
"WBGene00004248",1332,54,42,77,46,142,112
"WBGene00004249",1222,0,0,0,0,0,2
"WBGene00004254",4977,54,43,71,56,121,152
"WBGene00004255",3352,0,0,0,0,0,0
"WBGene00004256",4146,1,0,0,0,0,0
"WBGene00004257",4116,1,0,0,0,1,1
"WBGene00004258",4003,51,71,50,98,106,207
"WBGene00004259",6931,123,58,154,109,213,202
"WBGene00004264",3853,0,0,0,0,0,0
"WBGene00004265",4958,0,0,0,0,0,0
"WBGene00004266",1096,60,133,26,33,80,83
"WBGene00004267",1460,0,0,2,0,2,0
"WBGene00004268",1081,27,90,23,59,116,143
"WBGene00004269",832,85,135,161,89,224,223
"WBGene00004270",913,30,30,40,25,76,51
"WBGene00004271",791,4,12,7,2,42,39
"WBGene00004272",1044,77,128,148,122,197,270
"WBGene00004273",696,97,84,132,74,164,133
"WBGene00004274",1232,106,78,99,43,143,117
"WBGene00004275",753,0,0,0,0,0,0
"WBGene00004276",1300,39,27,44,24,75,48
"WBGene00004277",2350,8,10,6,7,29,19
"WBGene00004278",846,4,2,0,1,4,3
"WBGene00004279",782,32,30,52,27,79,76
"WBGene00004281",911,0,0,0,0,0,0
"WBGene00004282",1189,20,7,32,6,41,26
"WBGene00004283",1156,7,8,8,16,35,27
"WBGene00004284",880,20,21,6,13,24,30
"WBGene00004285",1826,0,0,0,0,0,0
"WBGene00004286",911,6,3,7,3,29,9
"WBGene00004287",588,0,0,0,0,0,0
"WBGene00004296",4126,138,26,221,135,374,327
"WBGene00004297",1530,104,98,176,125,313,223
"WBGene00004298",2672,59,33,88,60,123,130
"WBGene00004300",1081,0,0,0,0,0,0
"WBGene00004301",2136,0,0,0,0,0,0
"WBGene00004302",959,1084,1122,1362,891,2531,2103
"WBGene00004303",3387,131,50,188,130,237,200
"WBGene00004304",2162,198,186,244,207,479,427
"WBGene00004305",635,161,175,228,132,351,332
"WBGene00004306",1290,75,72,97,57,159,151
"WBGene00004307",1318,179,51,142,56,218,156
"WBGene00004308",971,28,38,30,22,48,38
"WBGene00004309",800,2,10,6,6,11,7
"WBGene00004310",1247,0,0,1,0,1,0
"WBGene00004311",779,0,0,0,0,0,0
"WBGene00004312",1335,113,87,212,151,358,283
"WBGene00004313",9722,21,11,53,25,81,65
"WBGene00004314",5183,5,1,3,0,17,23
"WBGene00004315",2745,21,8,49,45,84,150
"WBGene00004316",4238,0,0,0,0,0,0
"WBGene00004317",2909,56,28,83,67,116,115
"WBGene00004318",4089,78,21,83,53,164,127
"WBGene00004319",5105,192,111,206,187,449,556
"WBGene00004320",602,113,251,163,101,355,269
"WBGene00004321",1030,0,2,1,0,0,0
"WBGene00004322",3147,36,18,72,41,147,123
"WBGene00004323",3218,51,27,69,39,159,107
"WBGene00004324",1977,81,17,131,77,197,152
"WBGene00004326",1204,122,71,164,104,285,247
"WBGene00004328",1262,0,0,0,0,0,0
"WBGene00004332",1605,19,16,33,17,46,70
"WBGene00004333",2465,27,33,41,41,98,128
"WBGene00004334",1392,16,11,21,7,24,19
"WBGene00004335",1531,0,0,0,0,0,0
"WBGene00004336",10994,446,469,309,229,577,433
"WBGene00004337",2854,328,110,467,268,744,645
"WBGene00004338",1103,151,148,238,135,360,247
"WBGene00004339",1131,244,196,311,204,548,452
"WBGene00004340",1114,246,198,373,235,514,383
"WBGene00004341",1618,53,33,63,43,122,108
"WBGene00004342",1016,2,1,3,1,1,4
"WBGene00004343",4675,178,55,280,160,381,315
"WBGene00004344",1503,3,6,5,2,5,3
"WBGene00004345",2516,0,0,0,0,0,2
"WBGene00004346",3199,0,0,0,0,0,0
"WBGene00004347",1995,1,1,0,0,1,0
"WBGene00004348",1867,25,11,50,17,63,41
"WBGene00004349",3310,0,0,4,7,9,11
"WBGene00004350",3826,116,48,128,87,186,172
"WBGene00004351",690,0,0,0,0,0,0
"WBGene00004352",1001,40,51,68,30,120,92
"WBGene00004353",1127,0,0,2,2,15,7
"WBGene00004354",1103,35,46,35,38,76,106
"WBGene00004355",4029,145,58,183,132,392,311
"WBGene00004356",775,48,41,42,24,72,54
"WBGene00004357",1845,24,32,32,21,67,65
"WBGene00004358",1634,22,9,8,12,9,16
"WBGene00004359",1455,0,0,1,0,0,0
"WBGene00004360",1569,58,42,79,46,84,68
"WBGene00004361",2659,41,50,76,38,117,94
"WBGene00004363",1598,0,0,0,0,0,2
"WBGene00004364",1239,2,1,2,0,1,5
"WBGene00004367",2413,15,6,17,10,45,26
"WBGene00004368",1482,0,0,0,0,3,0
"WBGene00004369",5549,6,3,2,3,5,14
"WBGene00004370",1860,0,0,0,0,1,0
"WBGene00004371",7498,292,93,316,195,561,456
"WBGene00004372",1720,0,0,0,0,0,0
"WBGene00004373",3273,34,76,29,50,83,139
"WBGene00004374",2867,109,219,110,196,323,538
"WBGene00004375",2820,40,10,54,19,62,65
"WBGene00004377",3503,73,50,103,42,148,95
"WBGene00004378",7387,39,39,30,42,79,110
"WBGene00004380",1355,39,34,52,33,92,95
"WBGene00004381",989,49,69,75,66,144,98
"WBGene00004382",1831,50,49,57,34,92,79
"WBGene00004383",1103,64,37,89,52,156,115
"WBGene00004384",1419,186,116,188,93,387,279
"WBGene00004385",771,21,30,46,25,91,68
"WBGene00004386",777,35,59,48,38,109,97
"WBGene00004387",681,151,194,166,132,360,297
"WBGene00004388",1010,194,275,164,114,396,298
"WBGene00004389",2514,164,75,254,118,405,299
"WBGene00004390",1245,86,76,124,59,250,167
"WBGene00004391",2633,986,647,1423,927,2051,1885
"WBGene00004392",1386,1740,1295,2594,1724,4310,3427
"WBGene00004393",1575,0,0,0,0,2,0
"WBGene00004394",1467,0,0,0,0,0,0
